pincode,trigger_type,gps_accuracy_radius,location_jump_velocity,cell_tower_match,platform_online_status,claim_latency_seconds,motion_detected,app_active,historical_claim_rate,device_shared,disruption_start_epoch,claim_submitted_epoch,weather_verified,is_fraud
700001,curfew,45.923989658439446,118.93895534097315,1,1,4781,0,0,0.18246567479193154,0,1711900800,1711907672,0,0
302001,aqi,29.21766321462638,89.38049387179782,1,1,7017,1,1,0.021532600298598048,0,1711900800,1711904876,0,0
302001,aqi,81.11580321439087,95.83843313680225,0,0,425,0,1,0.14703094052048282,1,1711900800,1711901744,0,1
500001,rain,109.8250526556498,42.28751985450479,0,1,6482,1,1,0.9764706728481991,1,1711900800,1711900348,0,1
400001,heat,54.12859936136355,91.16548800774936,0,1,2975,1,1,0.2148485095202679,0,1711900800,1711909472,0,1
560034,rain,38.47585901607972,84.01667890322527,1,1,3347,1,1,0.9350307733358,0,1711900800,1711898027,0,0
400001,rain,34.67679217827046,23.188576252013767,0,0,3622,0,0,0.20525434263094167,1,1711900800,1711899855,1,1
411001,aqi,5.773513419270589,125.9298010659838,0,0,5268,0,1,0.9312952273844844,0,1711900800,1711907537,0,1
560001,rain,63.877056496705656,46.023327135206195,1,1,5067,0,1,0.6546209352003144,0,1711900800,1711920295,1,0
302001,heat,118.62361549301528,42.80730659920549,0,1,6977,0,1,0.11321857750192676,0,1711900800,1711925477,0,1
110001,aqi,98.38281278830073,47.99100074992574,0,0,1630,1,0,0.5819151551265778,0,1711900800,1711909949,1,1
400001,heat,108.00454202533521,11.923549991700014,1,1,1545,1,1,0.3185140375402786,0,1711900800,1711905891,0,0
600001,platform_down,75.67619926423421,81.24525722211806,1,0,4354,0,0,0.3831531559780702,0,1711900800,1711908070,0,1
110001,rain,59.329230026481845,31.021151687031583,1,1,5992,0,0,0.44017095783497306,0,1711900800,1711906453,0,0
400001,aqi,118.88346986623891,104.43065832994351,1,1,2802,0,0,0.42270702253033454,1,1711900800,1711921448,0,0
600001,curfew,55.31796694474509,51.24030341741296,1,0,6461,0,0,0.6641088904830289,0,1711900800,1711904725,0,1
560001,heat,110.26917735847327,59.61260269778476,0,0,582,1,1,0.7683680685907631,1,1711900800,1711910753,0,1
302001,rain,92.13584262769699,84.03486703502267,1,1,5914,1,1,0.32917768920112134,1,1711900800,1711918754,0,0
700001,heat,41.72447575285216,99.0432474139861,1,0,4903,1,1,0.9243639616856898,0,1711900800,1711900696,0,1
700001,heat,61.85827544059925,30.044989630254523,1,1,5106,0,1,0.9384663140188765,1,1711900800,1711919678,0,0
400001,platform_down,47.966518946353055,125.61826286335899,0,1,4866,0,0,0.0406904371511434,0,1711900800,1711901422,0,1
302001,heat,18.938123077417895,80.90180097566856,0,0,3665,1,0,0.014908788883018498,1,1711900800,1711922902,0,1
400001,platform_down,44.74169004277658,0.7330210550503846,1,1,302,0,1,0.425066330151061,1,1711900800,1711915573,0,0
560001,platform_down,107.00982746077105,54.03088729006165,0,1,6563,0,1,0.5906452509876585,0,1711900800,1711907916,0,0
600001,platform_down,91.05837518584096,56.78631668199805,0,0,4303,0,1,0.2779047474520616,1,1711900800,1711925076,0,1
302001,rain,35.47698569329445,105.1914468766716,0,1,89,1,0,0.25941375108577436,0,1711900800,1711924546,0,1
110001,heat,46.045857632411995,39.668170635665504,1,1,5514,0,0,0.6783338297091906,1,1711900800,1711920163,0,0
600001,heat,75.12276899176305,43.059447118345254,0,1,4242,1,0,0.6017042846555698,0,1711900800,1711919088,0,0
110001,platform_down,51.688358355993024,9.16423207083383,0,1,4318,0,1,0.16714687499310965,0,1711900800,1711901380,0,0
110001,heat,61.856161614653864,36.860983188355924,1,0,1872,0,0,0.8845009632651588,1,1711900800,1711898582,0,1
560001,heat,84.68570409822993,93.2050211931605,1,1,628,1,0,0.6799760701610699,0,1711900800,1711911562,0,0
560034,platform_down,57.668349232850424,82.51839954277655,0,1,969,1,0,0.3625762491690083,0,1711900800,1711901367,0,0
560034,curfew,25.34346539106191,10.581231441026226,1,1,3288,1,1,0.68362468999115,1,1711900800,1711916750,0,0
302001,curfew,63.907150665835026,14.910205974921787,1,1,3745,1,0,0.11265308676781594,0,1711900800,1711916219,0,0
411001,platform_down,44.66583293539981,49.00037531026404,1,0,2223,0,1,0.4682561245740561,1,1711900800,1711902745,0,1
380001,rain,37.01590472965885,96.68850907833126,1,0,3584,0,1,0.1689844095595593,1,1711900800,1711922805,0,1
560034,heat,41.38870164946273,108.2793761567219,0,0,4006,1,1,0.04143124612843663,1,1711900800,1711918793,0,1
302001,heat,54.363259446330666,1.9011255913022629,1,1,2487,1,0,0.33832627028829976,0,1711900800,1711912781,0,0
110001,curfew,106.73373771597967,42.77137504996209,1,1,3261,0,1,0.15073548348078325,1,1711900800,1711923394,0,0
700001,platform_down,88.88468120663343,55.15404227171475,0,0,2178,0,0,0.6335179569538247,0,1711900800,1711913153,0,1
560034,rain,81.14218680465935,118.44726540275936,1,0,3255,0,0,0.6740678940177103,1,1711900800,1711925404,0,1
560001,platform_down,58.13744467316281,65.18285250222758,0,1,2388,1,1,0.14869230622660334,1,1711900800,1711906627,0,0
302001,curfew,3.2141038165129614,35.06109948193889,1,0,1732,1,1,0.024613005603426275,1,1711900800,1711908022,0,1
380001,curfew,42.84443323837368,50.706118471299824,0,1,1171,0,1,0.7928105616351604,0,1711900800,1711918966,0,0
400001,heat,98.1434686775984,56.736477394317134,1,1,1899,1,0,0.0020570207285622866,1,1711900800,1711901183,0,0
411001,aqi,48.41599641357554,87.0994635588062,1,1,2050,0,1,0.3439130891837887,0,1711900800,1711914989,0,0
110001,rain,68.96683763291394,5.341411785765278,0,1,3981,1,0,0.4945832980456698,0,1711900800,1711921321,0,0
110001,rain,26.954558512610326,50.62871619316554,0,1,3411,1,1,0.8186421885384328,0,1711900800,1711903400,0,0
400001,aqi,110.15535579595753,84.05210279887868,0,1,3319,0,0,0.8385586427461407,0,1711900800,1711911961,0,0
560034,curfew,111.01094098123679,36.83190099737167,0,1,5659,0,1,0.7249394406104555,0,1711900800,1711919326,0,0
700001,platform_down,20.090234923127397,76.92763086634004,0,1,1109,1,1,0.24719762253989785,1,1711900800,1711920295,0,0
400001,rain,87.72659705714086,46.446260913525734,1,0,4028,0,0,0.7201869343191708,0,1711900800,1711923323,1,1
700001,aqi,11.802905406973819,98.63371277588081,0,0,6773,1,1,0.24653919787694167,1,1711900800,1711915468,1,1
110001,heat,73.03007130367145,7.877700540124151,1,0,1698,0,1,0.21460819173170165,1,1711900800,1711910519,0,1
380001,heat,23.902477146641576,119.33505749117633,0,0,4142,0,1,0.5471279542305324,0,1711900800,1711912790,0,1
560034,curfew,20.04751454123685,22.30963123336683,0,1,7117,1,1,0.6788544438340626,1,1711900800,1711910697,0,0
302001,rain,3.4820186349423743,20.61112127741539,1,0,854,0,0,0.05305176591168059,1,1711900800,1711918756,0,1
110001,platform_down,113.08028501348619,109.28358282051764,1,0,5787,1,0,0.06002260112460844,0,1711900800,1711899384,0,1
400001,rain,100.02254150789358,113.00677999310552,1,1,6950,1,0,0.7841706868167898,0,1711900800,1711919901,1,0
700001,heat,12.064640199181211,12.086530747954038,1,0,1653,1,0,0.8594972509654798,1,1711900800,1711904203,0,1
700001,rain,73.12694637784173,118.13346064193834,0,0,2343,1,0,0.604440916341894,0,1711900800,1711905610,0,1
110001,heat,30.249093471510246,35.52872267476692,1,0,1273,0,1,0.42882800970688595,0,1711900800,1711904630,0,1
110001,aqi,33.88985821033398,80.42081910304722,0,0,2944,1,0,0.8453164795991859,1,1711900800,1711901550,1,1
380001,aqi,105.27792763609112,8.917153753026447,0,1,3695,1,1,0.7288170327753302,0,1711900800,1711922587,0,1
380001,heat,16.376112235340663,49.48594314666612,0,0,6373,1,0,0.5795941984312686,0,1711900800,1711922045,0,1
500001,platform_down,73.3743458725761,58.594199183589915,1,0,6149,0,1,0.3197571219487634,0,1711900800,1711911098,0,1
400001,platform_down,49.94689759254407,77.97745401632037,1,0,7184,1,0,0.19799506165681624,0,1711900800,1711903567,0,1
560001,rain,25.323670156743884,68.28535628388055,1,0,225,1,1,0.41867303927151567,0,1711900800,1711918283,1,0
400001,heat,55.87441480573151,59.99408499390704,1,1,4786,0,0,0.28682257596021155,0,1711900800,1711924981,0,0
380001,curfew,113.037246591417,124.75322752952643,1,1,3667,1,1,0.33925858773446094,1,1711900800,1711906578,0,0
500001,platform_down,94.44837575997461,24.05296100840869,1,0,2350,1,1,0.5156310553120325,0,1711900800,1711898933,0,1
560034,platform_down,18.457033959549033,20.539249984066863,0,1,5918,0,1,0.16909395695160978,1,1711900800,1711910188,0,0
110001,aqi,102.38327954696473,92.74447791708731,1,1,1517,1,1,0.8061766800738255,1,1711900800,1711916551,1,0
411001,platform_down,112.68054189153085,9.691745033130175,0,1,2100,1,1,0.14552946171476744,1,1711900800,1711913656,0,0
400001,platform_down,35.40482085853825,62.77588927925598,0,1,3388,0,0,0.4809936394209524,1,1711900800,1711918577,0,0
400001,platform_down,42.010104375295676,62.92690548978693,1,0,1126,0,1,0.7459713380804366,0,1711900800,1711903317,0,1
600001,heat,17.77826141478043,40.30329302468188,1,1,5398,0,1,0.48502070768959626,1,1711900800,1711921469,0,0
380001,heat,43.357992217343835,120.95768641842571,1,0,5750,1,1,0.36102206358863875,0,1711900800,1711902242,0,1
411001,aqi,81.75747326533464,36.73064656248149,1,0,2750,1,0,0.47489130582275096,1,1711900800,1711905261,0,1
302001,rain,34.84213676626332,37.49745379097205,0,0,5344,0,1,0.8486706988741405,1,1711900800,1711925837,0,1
600001,platform_down,3.798526259729639,30.458995349083747,1,0,5064,1,1,0.9904316982839576,0,1711900800,1711914214,0,1
560001,rain,42.609723773116166,18.952444578673198,1,0,2171,0,0,0.6311432892894355,0,1711900800,1711908234,1,0
400001,heat,56.02136138934171,47.32143719529886,0,0,3266,1,0,0.7934440426487007,1,1711900800,1711919187,0,1
500001,platform_down,69.26365637822299,88.51534380005592,0,0,2978,0,1,0.014488686159288666,0,1711900800,1711898077,0,1
500001,rain,83.0075372098883,96.48117216019826,1,0,1158,0,1,0.8803644095245726,1,1711900800,1711922532,0,1
302001,rain,10.228768274766102,105.74445913598852,0,0,3186,0,0,0.9540497599279182,0,1711900800,1711924441,0,1
700001,curfew,57.96097760003461,25.680705509102616,1,0,6390,1,1,0.5751693417575705,0,1711900800,1711917877,0,1
600001,heat,34.164408134030154,4.632249471164869,1,1,6806,0,1,0.7538048620602198,1,1711900800,1711906842,0,0
600001,aqi,113.91243916870621,126.70916160349094,0,1,5934,0,1,0.5127447429600749,0,1711900800,1711899740,0,1
500001,aqi,45.10812564588894,1.8632275072357096,0,1,4263,1,0,0.2862037404555897,1,1711900800,1711897281,0,1
500001,curfew,14.714472750224832,124.8882489345476,1,0,5013,0,1,0.8522479719830128,0,1711900800,1711914915,0,1
110001,rain,7.85450442027382,107.74587443253398,1,0,5634,1,1,0.5968367119959418,1,1711900800,1711907114,0,1
500001,curfew,34.05248884860406,118.56971893326775,1,0,7114,0,0,0.579383083791407,1,1711900800,1711905155,0,1
380001,curfew,23.928812449269184,50.33414263944898,0,0,3355,0,0,0.6591322038412064,1,1711900800,1711913123,0,1
500001,heat,79.0265563448129,25.636259850634328,0,0,3971,0,0,0.8560031658288484,0,1711900800,1711912036,1,1
600001,platform_down,102.09508537979309,78.84027907282344,1,1,7006,0,1,0.7319061257709644,1,1711900800,1711913940,0,0
110001,rain,39.56936830602071,96.36265219314329,1,1,1150,0,1,0.21112419421574524,1,1711900800,1711906711,0,0
560001,aqi,70.60160023037739,17.01193862220587,0,0,2943,0,0,0.46682354440731955,0,1711900800,1711897779,0,1
600001,aqi,88.44571740678322,103.69079690898943,1,0,5665,0,1,0.9802983319862062,1,1711900800,1711909787,0,1
500001,curfew,49.62305962930219,27.11713160163253,0,1,2117,1,0,0.5545607137627746,1,1711900800,1711897845,0,1
500001,curfew,10.760096526553907,63.918048078099794,1,1,2458,0,1,0.9382453534707986,1,1711900800,1711912902,0,0
500001,curfew,29.814634578550876,111.34271848415987,0,1,6003,1,1,0.813369486313056,0,1711900800,1711903463,0,1
110001,rain,106.31869954637594,25.14518643555003,1,0,837,1,1,0.6660234418087588,0,1711900800,1711913128,0,1
400001,curfew,99.4641911518227,31.44500423776238,1,0,5906,1,1,0.34936520265975524,1,1711900800,1711924009,0,1
110001,curfew,13.124305872398294,8.160250344894898,1,0,1213,1,1,0.304319347525439,0,1711900800,1711908023,0,1
560034,platform_down,29.202000633967174,19.059834531806956,0,0,3313,1,1,0.6434210652975879,1,1711900800,1711925075,0,1
380001,rain,92.99233800842845,19.04835657157793,1,1,6629,1,0,0.4325612408464108,0,1711900800,1711905699,0,0
411001,heat,59.85009314269194,26.44557528003788,1,1,6808,0,1,0.7987536228167271,1,1711900800,1711897433,0,0
380001,heat,91.91614270839975,37.20605161844791,1,0,854,0,0,0.7604567395401959,1,1711900800,1711914618,0,1
500001,platform_down,27.697819184471143,105.94783738221031,1,1,2981,0,1,0.3121304867385143,1,1711900800,1711923998,0,1
411001,aqi,114.46568228292215,119.04930234354526,1,0,1278,0,0,0.702728783061762,0,1711900800,1711924596,0,1
560001,heat,94.68207150958821,52.816479199763535,1,1,4743,0,0,0.49455019009718404,1,1711900800,1711910130,0,0
700001,rain,26.101922004642944,16.66716375848041,0,0,4754,1,1,0.32329210081399706,1,1711900800,1711912446,0,1
600001,aqi,68.3385564795587,29.095290262418985,0,1,6366,1,1,0.41296659276464,0,1711900800,1711903217,0,0
400001,curfew,16.232363987262165,95.70677699117931,1,1,1639,1,1,0.8953518672122619,0,1711900800,1711902321,0,0
700001,rain,45.2878733698008,88.06531749767566,1,1,3540,0,0,0.3595176921225405,1,1711900800,1711912296,0,0
110001,aqi,80.17570011163593,125.73694920873976,0,0,5095,0,1,0.287399273319458,0,1711900800,1711898935,1,1
560034,heat,41.62493948766629,1.8835284773608207,0,1,813,0,1,0.3518072207101378,1,1711900800,1711901477,0,0
302001,curfew,79.84073230368224,97.5986388367064,1,0,137,0,1,0.2146184362086917,0,1711900800,1711898141,0,1
380001,curfew,31.639197365309148,65.75316805888761,0,0,961,1,1,0.5446349873963287,0,1711900800,1711897549,0,1
700001,rain,87.38119332236883,117.3500871299197,1,1,2274,1,0,0.14743643632253223,1,1711900800,1711924462,0,1
560034,curfew,45.0719801486317,74.9016676364927,1,0,6864,0,1,0.8174437864369164,1,1711900800,1711898605,0,1
500001,aqi,95.48630869663815,58.06680417998401,0,0,29,1,0,0.2255802472456261,1,1711900800,1711904664,0,1
110001,platform_down,18.992720021984184,86.56057923408932,1,0,3648,0,0,0.5980550275396457,0,1711900800,1711910708,0,1
110001,heat,45.35142007421737,108.35804748352969,1,0,1791,0,1,0.12502549891989356,1,1711900800,1711909019,0,1
600001,rain,57.28009709163805,36.72481152247076,1,1,3844,0,1,0.9784531482143263,0,1711900800,1711898745,0,0
411001,platform_down,52.58992636656747,13.97851569195353,1,0,3141,1,0,0.45457545889364714,1,1711900800,1711917904,0,1
411001,platform_down,53.672057028879784,56.29235538151166,0,1,4780,1,1,0.8221713407588145,1,1711900800,1711923527,0,1
700001,rain,55.04199000137349,27.887583465524713,0,0,6867,1,0,0.7686478356499837,1,1711900800,1711915330,0,1
560001,aqi,118.6900124522202,55.84035280137718,0,0,4844,0,0,0.7136930471456788,0,1711900800,1711905096,0,1
411001,heat,25.599381082549606,128.8362624638635,1,0,566,0,1,0.8273648712046098,1,1711900800,1711914938,0,1
411001,rain,92.9336681695067,74.63587219062285,0,0,2254,0,1,0.10046360865970583,0,1711900800,1711909024,0,1
500001,platform_down,67.55928738947898,90.16802897007668,0,0,2993,1,1,0.6784971974719621,1,1711900800,1711904530,0,1
500001,platform_down,51.39452491885292,88.1306949199844,0,0,3573,0,0,0.26582723527378116,1,1711900800,1711901488,0,1
560034,rain,77.12285990950595,106.69110871718826,1,0,2735,0,0,0.7858716640665898,0,1711900800,1711922944,0,1
110001,platform_down,102.86317884267706,122.73671787199935,1,0,4609,1,1,0.9568687598478888,0,1711900800,1711918350,0,1
110001,rain,57.596688582511064,85.64635276704695,1,0,5376,0,1,0.9014895298426958,0,1711900800,1711919541,0,1
110001,rain,104.18176016844491,61.89230381791706,1,1,4843,1,0,0.1149522224736661,1,1711900800,1711909436,0,0
560034,heat,13.974405190208836,41.31802303432848,1,1,4897,1,0,0.369552420672821,1,1711900800,1711904035,0,0
302001,rain,79.41085397319257,46.83565901610272,0,0,3341,0,1,0.36432275719759977,0,1711900800,1711899785,0,1
500001,platform_down,41.982067174540994,43.48247905612737,0,0,5476,0,0,0.12229626635953061,1,1711900800,1711918291,0,1
560034,curfew,48.24569329084319,42.18051386560569,0,0,206,0,1,0.09812605334682745,0,1711900800,1711898100,0,1
110001,heat,69.80931085580353,90.30125056967226,1,1,5236,0,0,0.3848901349691817,0,1711900800,1711911134,0,0
700001,platform_down,59.150265400815954,76.40217389374234,0,1,2838,1,1,0.9920715504965113,1,1711900800,1711916925,0,0
500001,platform_down,47.66819430565297,26.259355839304412,0,1,4849,1,1,0.5689426510662752,0,1711900800,1711925922,0,1
400001,heat,39.07384035290857,126.05138249160547,1,0,3998,1,0,0.6217816286042562,1,1711900800,1711921278,0,1
411001,heat,75.34289036108926,55.6043169960615,1,0,5742,1,0,0.47101891001868235,0,1711900800,1711913711,0,1
500001,platform_down,62.15281926406616,73.59123213885019,1,1,5289,1,1,0.6623305523040228,1,1711900800,1711915259,0,0
500001,curfew,40.82716768477301,91.33812568266914,1,0,2479,1,1,0.9566620807447695,0,1711900800,1711915361,0,1
110001,aqi,26.98043920867438,79.77805896799642,0,0,1640,1,1,0.5886979536143918,1,1711900800,1711902365,1,1
380001,platform_down,93.61277892775901,40.43672998242811,1,1,6057,0,1,0.06503845972119326,0,1711900800,1711922009,0,0
302001,heat,96.56664616976288,103.70185455335897,1,0,3288,0,0,0.4928905691681986,1,1711900800,1711907887,0,1
500001,rain,28.013210856683713,14.319973145351494,1,1,2048,0,1,0.9927512732519512,1,1711900800,1711914167,0,0
560034,rain,33.61293454961824,73.96945851147728,0,1,5442,0,0,0.3874027205942633,1,1711900800,1711898666,0,1
560001,heat,30.979733632673966,35.531238991833085,0,0,2489,0,0,0.5938812372144722,0,1711900800,1711905894,0,1
110001,heat,106.49466023245535,80.04910779749238,0,1,5031,0,1,0.106636763428817,1,1711900800,1711903950,0,0
110001,aqi,93.57325458423651,28.339152540968072,0,0,4340,1,0,0.1411804987365669,0,1711900800,1711898355,1,1
380001,heat,11.72510222024774,100.38595517721397,0,1,6480,0,0,0.8746814531539625,0,1711900800,1711923275,0,1
600001,rain,100.42191612976903,29.57972306455824,1,0,7087,0,1,0.30034462825161146,0,1711900800,1711905160,0,1
560001,curfew,7.31166302491762,115.75097754568823,1,0,4584,1,1,0.305451273354593,1,1711900800,1711914519,0,1
400001,heat,32.624375545012484,112.00213760713004,1,0,2485,1,1,0.38721299600232817,0,1711900800,1711907983,0,1
411001,aqi,110.52199193930394,47.11114876179546,0,0,4771,0,1,0.9664786729045225,0,1711900800,1711913939,0,1
600001,curfew,104.1267614876465,50.15663755362336,1,1,5229,1,1,0.08439049603687643,1,1711900800,1711915578,0,0
700001,aqi,94.42783822277993,91.19544949937377,0,1,3319,0,0,0.8187641025513349,1,1711900800,1711902356,1,0
500001,curfew,56.5330258057822,11.748559936422911,0,0,3188,1,1,0.34155787646598645,1,1711900800,1711919865,0,1
700001,heat,40.60544981934091,10.519523582838312,1,0,7011,0,1,0.8494680259854749,1,1711900800,1711906837,0,1
400001,rain,106.14086299223344,17.72214558841261,1,0,1397,0,0,0.9917556495045424,0,1711900800,1711908051,1,0
560034,curfew,79.87766856149783,73.1217936084808,1,1,651,0,1,0.34866741021174785,0,1711900800,1711920993,0,0
302001,platform_down,37.57453604059183,19.37029962804212,1,1,6964,1,1,0.12935636621235524,0,1711900800,1711902564,0,0
560034,aqi,57.19391772195745,36.090246630487584,0,0,5622,1,1,0.14437549798292826,0,1711900800,1711908672,0,1
560034,curfew,106.13552600460945,84.09848298022703,0,1,584,0,0,0.758740890949186,0,1711900800,1711901174,0,0
560034,aqi,108.70428602115192,2.03109111877302,0,0,3154,1,1,0.14492155233813653,1,1711900800,1711916088,0,1
560001,rain,80.13834499469235,23.43075903395108,1,1,1731,1,1,0.2604215685346366,0,1711900800,1711915730,1,0
110001,aqi,88.70903570389295,120.89098617384148,0,0,1028,0,1,0.20439834366207976,1,1711900800,1711921253,1,1
500001,aqi,7.597846487770013,86.2650910431327,1,0,5433,0,1,0.3556785640309825,1,1711900800,1711904504,0,1
411001,platform_down,73.738259393551,39.72164484901775,0,0,7182,1,1,0.07436657514968747,0,1711900800,1711898410,0,1
560001,aqi,83.61213049940432,5.889445127951919,1,1,4068,1,0,0.856742482407258,0,1711900800,1711919763,0,0
600001,curfew,5.3841262083871015,76.18634509361551,0,0,6956,0,1,0.8601463118009935,0,1711900800,1711906021,0,1
600001,aqi,101.7315015908819,28.97262028601728,1,1,3430,1,1,0.41293289848268977,1,1711900800,1711908109,0,0
560001,heat,111.60934636313671,124.82280703338331,1,1,409,1,1,0.6120875690234753,1,1711900800,1711918466,0,0
400001,aqi,30.8385649329982,89.3049241482898,0,0,4700,1,1,0.6419515709043047,1,1711900800,1711904024,0,1
700001,heat,101.95812412554484,126.63610522499378,1,0,1466,0,1,0.7492581153459288,0,1711900800,1711903398,0,1
560001,aqi,80.86497217697222,110.35685666350368,0,0,1605,1,0,0.5206900875440511,1,1711900800,1711923270,0,1
560001,aqi,70.94141091077321,62.79356397477028,1,1,126,1,0,0.510336045441686,1,1711900800,1711898307,0,0
411001,curfew,101.64573892163038,87.04320919503867,0,1,392,0,1,0.6313037773282109,1,1711900800,1711908469,0,0
411001,heat,36.41643268218883,105.57393542010901,1,1,4964,1,1,0.7030483956698775,1,1711900800,1711902186,0,0
110001,heat,95.53017278936191,75.16320261614102,0,1,2139,0,0,0.34669037702925176,0,1711900800,1711900634,0,1
411001,platform_down,39.79892981717978,7.993375125868496,0,1,1860,0,0,0.3303704732688151,1,1711900800,1711905223,0,0
110001,aqi,95.13241552024463,61.15802080357204,0,1,841,0,0,0.2697184040959092,0,1711900800,1711908446,1,0
560034,aqi,55.77331867350553,16.974533002263186,0,1,4978,0,1,0.5488465553127485,0,1711900800,1711916399,0,0
700001,curfew,16.682620164690412,92.93008077732216,1,0,2710,0,0,0.3601556895557724,0,1711900800,1711904261,0,1
400001,platform_down,47.63782365580089,88.48175903288828,1,0,2791,0,1,0.5403132677076319,0,1711900800,1711925557,0,1
700001,platform_down,30.318713562240823,129.07806496677475,0,0,3491,1,1,0.40598476582692156,1,1711900800,1711915619,0,1
110001,curfew,14.762191441987637,81.745274233234,0,1,2127,0,0,0.8367341825526609,0,1711900800,1711904007,0,0
411001,heat,15.903587005568802,104.01793250991241,1,0,4492,1,1,0.07313023974546073,0,1711900800,1711904173,0,1
560001,rain,94.26835362497383,34.87742061554823,0,1,2016,0,1,0.5722105936046746,1,1711900800,1711897369,1,0
500001,curfew,106.12354874512872,44.20313758847737,0,1,2581,0,0,0.5756237505871977,1,1711900800,1711925607,0,1
560034,heat,111.47410697360296,119.21315280911884,0,1,306,1,1,0.38371731053869984,1,1711900800,1711924072,0,1
380001,platform_down,102.91170216266319,98.17499375134685,1,1,6770,0,0,0.4210208945631432,1,1711900800,1711910149,0,0
600001,curfew,100.13621938239669,85.1849927236929,0,0,728,0,0,0.8001313608829286,0,1711900800,1711911745,0,1
